,season,round,circuit_id,driver,date_of_birth,nationality,constructor,grid,time,status,points,podium
9287,2014,9,silverstone,raikkonen,1979-10-17,Finnish,ferrari,18,,Collision,0.0,22
9288,2014,10,hockenheimring,rosberg,1985-06-27,German,mercedes,1,5622914.0,Finished,25.0,1
9289,2014,10,hockenheimring,bottas,1989-08-28,Finnish,williams,2,5643703.0,Finished,18.0,2
9290,2014,10,hockenheimring,hamilton,1985-01-07,British,mercedes,20,5645444.0,Finished,15.0,3
9291,2014,10,hockenheimring,vettel,1987-07-03,German,red_bull,6,5666928.0,Finished,12.0,4
9292,2014,10,hockenheimring,alonso,1981-07-29,Spanish,ferrari,7,5675381.0,Finished,10.0,5
9293,2014,10,hockenheimring,ricciardo,1989-07-01,Australian,red_bull,5,5675463.0,Finished,8.0,6
9294,2014,10,hockenheimring,hulkenberg,1987-08-19,German,force_india,9,5687092.0,Finished,6.0,7
9295,2014,10,hockenheimring,button,1980-01-19,British,mclaren,11,5707625.0,Finished,4.0,8
9296,2014,10,hockenheimring,kevin_magnussen,1992-10-05,Danish,mclaren,4,,+1 Lap,2.0,9
9297,2014,10,hockenheimring,perez,1990-01-26,Mexican,force_india,10,,+1 Lap,1.0,10
9298,2014,10,hockenheimring,raikkonen,1979-10-17,Finnish,ferrari,12,,+1 Lap,0.0,11
9299,2014,10,hockenheimring,maldonado,1985-03-09,Venezuelan,lotus_f1,18,,+1 Lap,0.0,12
9300,2014,10,hockenheimring,vergne,1990-04-25,French,toro_rosso,13,,+1 Lap,0.0,13
9301,2014,10,hockenheimring,gutierrez,1991-08-05,Mexican,sauber,16,,+1 Lap,0.0,14
9302,2014,10,hockenheimring,jules_bianchi,1989-08-03,French,marussia,17,,+1 Lap,0.0,15
9303,2014,10,hockenheimring,kobayashi,1986-09-13,Japanese,caterham,19,,+2 Laps,0.0,16
9304,2014,10,hockenheimring,chilton,1991-04-21,British,marussia,21,,+2 Laps,0.0,17
9305,2014,10,hockenheimring,ericsson,1990-09-02,Swedish,caterham,22,,+2 Laps,0.0,18
9306,2014,10,hockenheimring,sutil,1983-01-11,German,sauber,15,,Brakes,0.0,19
9307,2014,10,hockenheimring,kvyat,1994-04-26,Russian,toro_rosso,8,,Oil leak,0.0,20
9308,2014,10,hockenheimring,grosjean,1986-04-17,French,lotus_f1,14,,Water leak,0.0,21
9309,2014,10,hockenheimring,massa,1981-04-25,Brazilian,williams,3,,Collision,0.0,22
9310,2014,11,hungaroring,ricciardo,1989-07-01,Australian,red_bull,4,6785058.0,Finished,25.0,1
9311,2014,11,hungaroring,alonso,1981-07-29,Spanish,ferrari,5,6790283.0,Finished,18.0,2
9312,2014,11,hungaroring,hamilton,1985-01-07,British,mercedes,22,6790915.0,Finished,15.0,3
9313,2014,11,hungaroring,rosberg,1985-06-27,German,mercedes,1,6791419.0,Finished,12.0,4
9314,2014,11,hungaroring,massa,1981-04-25,Brazilian,williams,6,6814899.0,Finished,10.0,5
9315,2014,11,hungaroring,raikkonen,1979-10-17,Finnish,ferrari,16,6816549.0,Finished,8.0,6
9316,2014,11,hungaroring,vettel,1987-07-03,German,red_bull,2,6826022.0,Finished,6.0,7
9317,2014,11,hungaroring,bottas,1989-08-28,Finnish,williams,3,6826402.0,Finished,4.0,8
9318,2014,11,hungaroring,vergne,1990-04-25,French,toro_rosso,8,6843585.0,Finished,2.0,9
9319,2014,11,hungaroring,button,1980-01-19,British,mclaren,7,6852338.0,Finished,1.0,10
9320,2014,11,hungaroring,sutil,1983-01-11,German,sauber,11,6853227.0,Finished,0.0,11
9321,2014,11,hungaroring,kevin_magnussen,1992-10-05,Danish,mclaren,21,6863523.0,Finished,0.0,12
9322,2014,11,hungaroring,maldonado,1985-03-09,Venezuelan,lotus_f1,20,6869082.0,Finished,0.0,13
9323,2014,11,hungaroring,kvyat,1994-04-26,Russian,toro_rosso,10,,+1 Lap,0.0,14
9324,2014,11,hungaroring,jules_bianchi,1989-08-03,French,marussia,15,,+1 Lap,0.0,15
9325,2014,11,hungaroring,chilton,1991-04-21,British,marussia,18,,+1 Lap,0.0,16
9326,2014,11,hungaroring,gutierrez,1991-08-05,Mexican,sauber,13,,Retired,0.0,17
9327,2014,11,hungaroring,kobayashi,1986-09-13,Japanese,caterham,17,,Retired,0.0,18
9328,2014,11,hungaroring,perez,1990-01-26,Mexican,force_india,12,,Accident,0.0,19
9329,2014,11,hungaroring,hulkenberg,1987-08-19,German,force_india,9,,Accident,0.0,20
9330,2014,11,hungaroring,grosjean,1986-04-17,French,lotus_f1,14,,Accident,0.0,21
9331,2014,11,hungaroring,ericsson,1990-09-02,Swedish,caterham,19,,Accident,0.0,22
9332,2014,12,spa,ricciardo,1989-07-01,Australian,red_bull,5,5076556.0,Finished,25.0,1
9333,2014,12,spa,rosberg,1985-06-27,German,mercedes,1,5079939.0,Finished,18.0,2
9334,2014,12,spa,bottas,1989-08-28,Finnish,williams,6,5104588.0,Finished,15.0,3
9335,2014,12,spa,raikkonen,1979-10-17,Finnish,ferrari,8,5113371.0,Finished,12.0,4
9336,2014,12,spa,vettel,1987-07-03,German,red_bull,3,5128752.0,Finished,10.0,5
9337,2014,12,spa,button,1980-01-19,British,mclaren,10,5131136.0,Finished,8.0,6
9338,2014,12,spa,alonso,1981-07-29,Spanish,ferrari,4,5137718.0,Finished,6.0,7
9339,2014,12,spa,perez,1990-01-26,Mexican,force_india,13,5140849.0,Finished,4.0,8
9340,2014,12,spa,kvyat,1994-04-26,Russian,toro_rosso,11,5141903.0,Finished,2.0,9
9341,2014,12,spa,hulkenberg,1987-08-19,German,force_india,18,5142253.0,Finished,1.0,10
9342,2014,12,spa,vergne,1990-04-25,French,toro_rosso,12,5148476.0,Finished,0.0,11
9343,2014,12,spa,kevin_magnussen,1992-10-05,Danish,mclaren,7,5150818.0,Finished,0.0,12
9344,2014,12,spa,massa,1981-04-25,Brazilian,williams,9,5152531.0,Finished,0.0,13
9345,2014,12,spa,sutil,1983-01-11,German,sauber,14,5159003.0,Finished,0.0,14
9346,2014,12,spa,gutierrez,1991-08-05,Mexican,sauber,20,5167381.0,Finished,0.0,15
9347,2014,12,spa,chilton,1991-04-21,British,marussia,19,,+1 Lap,0.0,16
9348,2014,12,spa,ericsson,1990-09-02,Swedish,caterham,22,,+1 Lap,0.0,17
9349,2014,12,spa,jules_bianchi,1989-08-03,French,marussia,16,,Gearbox,0.0,18
9350,2014,12,spa,hamilton,1985-01-07,British,mercedes,2,,Retired,0.0,19
9351,2014,12,spa,grosjean,1986-04-17,French,lotus_f1,15,,Retired,0.0,20
9352,2014,12,spa,maldonado,1985-03-09,Venezuelan,lotus_f1,17,,Mechanical,0.0,21
9353,2014,12,spa,lotterer,1981-11-19,German,caterham,21,,Power Unit,0.0,22
9354,2014,13,monza,hamilton,1985-01-07,British,mercedes,1,4750236.0,Finished,25.0,1
9355,2014,13,monza,rosberg,1985-06-27,German,mercedes,2,4753411.0,Finished,18.0,2
9356,2014,13,monza,massa,1981-04-25,Brazilian,williams,4,4775262.0,Finished,15.0,3
9357,2014,13,monza,bottas,1989-08-28,Finnish,williams,3,4791022.0,Finished,12.0,4
9358,2014,13,monza,ricciardo,1989-07-01,Australian,red_bull,9,4800545.0,Finished,10.0,5
9359,2014,13,monza,vettel,1987-07-03,German,red_bull,8,4810201.0,Finished,8.0,6
9360,2014,13,monza,perez,1990-01-26,Mexican,force_india,10,4812754.0,Finished,6.0,7
9361,2014,13,monza,button,1980-01-19,British,mclaren,6,4813299.0,Finished,4.0,8
9362,2014,13,monza,raikkonen,1979-10-17,Finnish,ferrari,11,4813771.0,Finished,2.0,9
9363,2014,13,monza,kevin_magnussen,1992-10-05,Danish,mclaren,5,4816407.0,Finished,1.0,10
9364,2014,13,monza,kvyat,1994-04-26,Russian,toro_rosso,21,4821420.0,Finished,0.0,11
9365,2014,13,monza,hulkenberg,1987-08-19,German,force_india,13,4822842.0,Finished,0.0,12
9366,2014,13,monza,vergne,1990-04-25,French,toro_rosso,12,4823329.0,Finished,0.0,13
9367,2014,13,monza,maldonado,1985-03-09,Venezuelan,lotus_f1,16,,+1 Lap,0.0,14
9368,2014,13,monza,sutil,1983-01-11,German,sauber,14,,+1 Lap,0.0,15
9369,2014,13,monza,grosjean,1986-04-17,French,lotus_f1,17,,+1 Lap,0.0,16
9370,2014,13,monza,kobayashi,1986-09-13,Japanese,caterham,18,,+1 Lap,0.0,17
9371,2014,13,monza,jules_bianchi,1989-08-03,French,marussia,19,,+1 Lap,0.0,18
9372,2014,13,monza,gutierrez,1991-08-05,Mexican,sauber,15,,+2 Laps,0.0,19
9373,2014,13,monza,ericsson,1990-09-02,Swedish,caterham,22,,+2 Laps,0.0,20
9374,2014,13,monza,alonso,1981-07-29,Spanish,ferrari,7,,Engine,0.0,21
9375,2014,13,monza,chilton,1991-04-21,British,marussia,20,,Accident,0.0,22
9376,2014,14,marina_bay,hamilton,1985-01-07,British,mercedes,1,7204795.0,Finished,25.0,1
9377,2014,14,marina_bay,vettel,1987-07-03,German,red_bull,4,7218329.0,Finished,18.0,2
9378,2014,14,marina_bay,ricciardo,1989-07-01,Australian,red_bull,3,7219068.0,Finished,15.0,3
9379,2014,14,marina_bay,alonso,1981-07-29,Spanish,ferrari,5,7220184.0,Finished,12.0,4
9380,2014,14,marina_bay,massa,1981-04-25,Brazilian,williams,6,7246956.0,Finished,10.0,5
9381,2014,14,marina_bay,vergne,1990-04-25,French,toro_rosso,12,7261596.0,Finished,8.0,6
9382,2014,14,marina_bay,perez,1990-01-26,Mexican,force_india,15,7263833.0,Finished,6.0,7
9383,2014,14,marina_bay,raikkonen,1979-10-17,Finnish,ferrari,7,7265436.0,Finished,4.0,8
9384,2014,14,marina_bay,hulkenberg,1987-08-19,German,force_india,13,7266456.0,Finished,2.0,9
9385,2014,14,marina_bay,kevin_magnussen,1992-10-05,Danish,mclaren,9,7267025.0,Finished,1.0,10
9386,2014,14,marina_bay,bottas,1989-08-28,Finnish,williams,8,7269860.0,Finished,0.0,11
9387,2014,14,marina_bay,maldonado,1985-03-09,Venezuelan,lotus_f1,18,7271710.0,Finished,0.0,12
9388,2014,14,marina_bay,grosjean,1986-04-17,French,lotus_f1,16,7272824.0,Finished,0.0,13
9389,2014,14,marina_bay,kvyat,1994-04-26,Russian,toro_rosso,10,7276803.0,Finished,0.0,14
9390,2014,14,marina_bay,ericsson,1990-09-02,Swedish,caterham,22,7298983.0,Finished,0.0,15
9391,2014,14,marina_bay,jules_bianchi,1989-08-03,French,marussia,19,7299338.0,Finished,0.0,16
9392,2014,14,marina_bay,chilton,1991-04-21,British,marussia,21,,+1 Lap,0.0,17
9393,2014,14,marina_bay,button,1980-01-19,British,mclaren,11,,Retired,0.0,18
9394,2014,14,marina_bay,sutil,1983-01-11,German,sauber,17,,Water pressure,0.0,19
9395,2014,14,marina_bay,gutierrez,1991-08-05,Mexican,sauber,14,,Electrical,0.0,20
9396,2014,14,marina_bay,rosberg,1985-06-27,German,mercedes,2,,Electrical,0.0,21
9397,2014,14,marina_bay,kobayashi,1986-09-13,Japanese,caterham,20,,Power Unit,0.0,22
9398,2014,15,suzuka,hamilton,1985-01-07,British,mercedes,2,6703021.0,Finished,25.0,1
9399,2014,15,suzuka,rosberg,1985-06-27,German,mercedes,1,6712201.0,Finished,18.0,2
9400,2014,15,suzuka,vettel,1987-07-03,German,red_bull,9,6732143.0,Finished,15.0,3
9401,2014,15,suzuka,ricciardo,1989-07-01,Australian,red_bull,6,6741839.0,Finished,12.0,4
9402,2014,15,suzuka,button,1980-01-19,British,mclaren,8,6770571.0,Finished,10.0,5
9403,2014,15,suzuka,bottas,1989-08-28,Finnish,williams,3,6816794.0,Finished,8.0,6
9404,2014,15,suzuka,massa,1981-04-25,Brazilian,williams,4,6818147.0,Finished,6.0,7
9405,2014,15,suzuka,hulkenberg,1987-08-19,German,force_india,13,6818969.0,Finished,4.0,8
9406,2014,15,suzuka,vergne,1990-04-25,French,toro_rosso,20,6830659.0,Finished,2.0,9
9407,2014,15,suzuka,perez,1990-01-26,Mexican,force_india,11,,+1 Lap,1.0,10
9408,2014,15,suzuka,kvyat,1994-04-26,Russian,toro_rosso,12,,+1 Lap,0.0,11
9409,2014,15,suzuka,raikkonen,1979-10-17,Finnish,ferrari,10,,+1 Lap,0.0,12
9410,2014,15,suzuka,gutierrez,1991-08-05,Mexican,sauber,15,,+1 Lap,0.0,13
9411,2014,15,suzuka,kevin_magnussen,1992-10-05,Danish,mclaren,7,,+1 Lap,0.0,14
9412,2014,15,suzuka,grosjean,1986-04-17,French,lotus_f1,16,,+1 Lap,0.0,15
9413,2014,15,suzuka,maldonado,1985-03-09,Venezuelan,lotus_f1,22,,+1 Lap,0.0,16
9414,2014,15,suzuka,ericsson,1990-09-02,Swedish,caterham,17,,+1 Lap,0.0,17
9415,2014,15,suzuka,chilton,1991-04-21,British,marussia,21,,+1 Lap,0.0,18
9416,2014,15,suzuka,kobayashi,1986-09-13,Japanese,caterham,19,,+1 Lap,0.0,19
9417,2014,15,suzuka,jules_bianchi,1989-08-03,French,marussia,18,,Accident,0.0,20
9418,2014,15,suzuka,sutil,1983-01-11,German,sauber,14,,Accident,0.0,21
9419,2014,15,suzuka,alonso,1981-07-29,Spanish,ferrari,5,,Electronics,0.0,22
9420,2014,16,sochi,hamilton,1985-01-07,British,mercedes,1,5510744.0,Finished,25.0,1
9421,2014,16,sochi,rosberg,1985-06-27,German,mercedes,2,5524401.0,Finished,18.0,2
9422,2014,16,sochi,bottas,1989-08-28,Finnish,williams,3,5528169.0,Finished,15.0,3
9423,2014,16,sochi,button,1980-01-19,British,mclaren,4,5540978.0,Finished,12.0,4
9424,2014,16,sochi,kevin_magnussen,1992-10-05,Danish,mclaren,11,5564360.0,Finished,10.0,5
9425,2014,16,sochi,alonso,1981-07-29,Spanish,ferrari,7,5570760.0,Finished,8.0,6
9426,2014,16,sochi,ricciardo,1989-07-01,Australian,red_bull,6,5572556.0,Finished,6.0,7
9427,2014,16,sochi,vettel,1987-07-03,German,red_bull,10,5576929.0,Finished,4.0,8
9428,2014,16,sochi,raikkonen,1979-10-17,Finnish,ferrari,8,5589621.0,Finished,2.0,9
9429,2014,16,sochi,perez,1990-01-26,Mexican,force_india,12,5590811.0,Finished,1.0,10
9430,2014,16,sochi,massa,1981-04-25,Brazilian,williams,18,5591621.0,Finished,0.0,11
9431,2014,16,sochi,hulkenberg,1987-08-19,German,force_india,17,5592053.0,Finished,0.0,12
9432,2014,16,sochi,vergne,1990-04-25,French,toro_rosso,9,5608039.0,Finished,0.0,13
9433,2014,16,sochi,kvyat,1994-04-26,Russian,toro_rosso,5,,+1 Lap,0.0,14
9434,2014,16,sochi,gutierrez,1991-08-05,Mexican,sauber,13,,+1 Lap,0.0,15
9435,2014,16,sochi,sutil,1983-01-11,German,sauber,14,,+1 Lap,0.0,16
9436,2014,16,sochi,grosjean,1986-04-17,French,lotus_f1,15,,+1 Lap,0.0,17
9437,2014,16,sochi,maldonado,1985-03-09,Venezuelan,lotus_f1,21,,+1 Lap,0.0,18
9438,2014,16,sochi,ericsson,1990-09-02,Swedish,caterham,16,,+2 Laps,0.0,19
9439,2014,16,sochi,kobayashi,1986-09-13,Japanese,caterham,19,,Brakes,0.0,20
9440,2014,16,sochi,chilton,1991-04-21,British,marussia,20,,Suspension,0.0,21
9441,2014,17,americas,hamilton,1985-01-07,British,mercedes,2,6004785.0,Finished,25.0,1
9442,2014,17,americas,rosberg,1985-06-27,German,mercedes,1,6009099.0,Finished,18.0,2
9443,2014,17,americas,ricciardo,1989-07-01,Australian,red_bull,5,6030345.0,Finished,15.0,3
9444,2014,17,americas,massa,1981-04-25,Brazilian,williams,4,6031709.0,Finished,12.0,4
9445,2014,17,americas,bottas,1989-08-28,Finnish,williams,3,6035777.0,Finished,10.0,5
9446,2014,17,americas,alonso,1981-07-29,Spanish,ferrari,6,6100016.0,Finished,8.0,6
9447,2014,17,americas,vettel,1987-07-03,German,red_bull,18,6100519.0,Finished,6.0,7
9448,2014,17,americas,kevin_magnussen,1992-10-05,Danish,mclaren,7,6105467.0,Finished,4.0,8
9449,2014,17,americas,maldonado,1985-03-09,Venezuelan,lotus_f1,10,6112655.0,Finished,2.0,9
9450,2014,17,americas,vergne,1990-04-25,French,toro_rosso,14,6113648.0,Finished,1.0,10
9451,2014,17,americas,grosjean,1986-04-17,French,lotus_f1,16,,+1 Lap,0.0,11
9452,2014,17,americas,button,1980-01-19,British,mclaren,12,,+1 Lap,0.0,12
9453,2014,17,americas,raikkonen,1979-10-17,Finnish,ferrari,8,,+1 Lap,0.0,13
9454,2014,17,americas,gutierrez,1991-08-05,Mexican,sauber,15,,+1 Lap,0.0,14
9455,2014,17,americas,kvyat,1994-04-26,Russian,toro_rosso,17,,+1 Lap,0.0,15
9456,2014,17,americas,hulkenberg,1987-08-19,German,force_india,13,,Engine,0.0,16
9457,2014,17,americas,perez,1990-01-26,Mexican,force_india,11,,Collision damage,0.0,17
9458,2014,17,americas,sutil,1983-01-11,German,sauber,9,,Collision,0.0,18
9459,2014,18,interlagos,rosberg,1985-06-27,German,mercedes,1,5402555.0,Finished,25.0,1
9460,2014,18,interlagos,hamilton,1985-01-07,British,mercedes,2,5404012.0,Finished,18.0,2
9461,2014,18,interlagos,massa,1981-04-25,Brazilian,williams,3,5443586.0,Finished,15.0,3
9462,2014,18,interlagos,button,1980-01-19,British,mclaren,5,5451213.0,Finished,12.0,4
9463,2014,18,interlagos,vettel,1987-07-03,German,red_bull,6,5453975.0,Finished,10.0,5
9464,2014,18,interlagos,alonso,1981-07-29,Spanish,ferrari,8,5464461.0,Finished,8.0,6
9465,2014,18,interlagos,raikkonen,1979-10-17,Finnish,ferrari,10,5466285.0,Finished,6.0,7
9466,2014,18,interlagos,hulkenberg,1987-08-19,German,force_india,12,5466489.0,Finished,4.0,8
9467,2014,18,interlagos,kevin_magnussen,1992-10-05,Danish,mclaren,7,5472640.0,Finished,2.0,9
9468,2014,18,interlagos,bottas,1989-08-28,Finnish,williams,4,,+1 Lap,1.0,10
9469,2014,18,interlagos,kvyat,1994-04-26,Russian,toro_rosso,17,,+1 Lap,0.0,11
9470,2014,18,interlagos,maldonado,1985-03-09,Venezuelan,lotus_f1,16,,+1 Lap,0.0,12
9471,2014,18,interlagos,vergne,1990-04-25,French,toro_rosso,15,,+1 Lap,0.0,13
9472,2014,18,interlagos,gutierrez,1991-08-05,Mexican,sauber,11,,+1 Lap,0.0,14
9473,2014,18,interlagos,perez,1990-01-26,Mexican,force_india,18,,+1 Lap,0.0,15
9474,2014,18,interlagos,sutil,1983-01-11,German,sauber,13,,+1 Lap,0.0,16
9475,2014,18,interlagos,grosjean,1986-04-17,French,lotus_f1,14,,+8 Laps,0.0,17
9476,2014,18,interlagos,ricciardo,1989-07-01,Australian,red_bull,9,,Suspension,0.0,18
9477,2014,19,yas_marina,hamilton,1985-01-07,British,mercedes,2,5942619.0,Finished,50.0,1
9478,2014,19,yas_marina,massa,1981-04-25,Brazilian,williams,4,5945195.0,Finished,36.0,2
9479,2014,19,yas_marina,bottas,1989-08-28,Finnish,williams,3,5971499.0,Finished,30.0,3
9480,2014,19,yas_marina,ricciardo,1989-07-01,Australian,red_bull,20,5979856.0,Finished,24.0,4
9481,2014,19,yas_marina,button,1980-01-19,British,mclaren,6,6002953.0,Finished,20.0,5
9482,2014,19,yas_marina,hulkenberg,1987-08-19,German,force_india,12,6004767.0,Finished,16.0,6
9483,2014,19,yas_marina,perez,1990-01-26,Mexican,force_india,11,6013679.0,Finished,12.0,7
9484,2014,19,yas_marina,vettel,1987-07-03,German,red_bull,19,6014664.0,Finished,8.0,8
9485,2014,19,yas_marina,alonso,1981-07-29,Spanish,ferrari,8,6028432.0,Finished,4.0,9
9486,2014,19,yas_marina,raikkonen,1979-10-17,Finnish,ferrari,7,6030439.0,Finished,2.0,10
9487,2014,19,yas_marina,kevin_magnussen,1992-10-05,Danish,mclaren,9,6032995.0,Finished,0.0,11
9488,2014,19,yas_marina,vergne,1990-04-25,French,toro_rosso,10,6034566.0,Finished,0.0,12
9489,2014,19,yas_marina,grosjean,1986-04-17,French,lotus_f1,18,,+1 Lap,0.0,13
9490,2014,19,yas_marina,rosberg,1985-06-27,German,mercedes,1,,+1 Lap,0.0,14
9491,2014,19,yas_marina,gutierrez,1991-08-05,Mexican,sauber,14,,+1 Lap,0.0,15
9492,2014,19,yas_marina,sutil,1983-01-11,German,sauber,13,,+1 Lap,0.0,16
9493,2014,19,yas_marina,stevens,1991-06-28,British,caterham,17,,+1 Lap,0.0,17
9494,2014,19,yas_marina,kobayashi,1986-09-13,Japanese,caterham,16,,Retired,0.0,18
9495,2014,19,yas_marina,maldonado,1985-03-09,Venezuelan,lotus_f1,15,,Power Unit,0.0,19
9496,2014,19,yas_marina,kvyat,1994-04-26,Russian,toro_rosso,5,,Power Unit,0.0,20
9497,2015,1,albert_park,hamilton,1985-01-07,British,mercedes,1,5514067.0,Finished,25.0,1
9498,2015,1,albert_park,rosberg,1985-06-27,German,mercedes,2,5515427.0,Finished,18.0,2
9499,2015,1,albert_park,vettel,1987-07-03,German,ferrari,4,5548590.0,Finished,15.0,3
9500,2015,1,albert_park,massa,1981-04-25,Brazilian,williams,3,5552263.0,Finished,12.0,4
9501,2015,1,albert_park,nasr,1992-08-21,Brazilian,sauber,10,5609216.0,Finished,10.0,5
9502,2015,1,albert_park,ricciardo,1989-07-01,Australian,red_bull,6,,+1 Lap,8.0,6
9503,2015,1,albert_park,hulkenberg,1987-08-19,German,force_india,13,,+1 Lap,6.0,7
9504,2015,1,albert_park,ericsson,1990-09-02,Swedish,sauber,15,,+1 Lap,4.0,8
9505,2015,1,albert_park,sainz,1994-09-01,Spanish,toro_rosso,7,,+1 Lap,2.0,9
9506,2015,1,albert_park,perez,1990-01-26,Mexican,force_india,14,,+1 Lap,1.0,10
9507,2015,1,albert_park,button,1980-01-19,British,mclaren,16,,+2 Laps,0.0,11
9508,2015,1,albert_park,raikkonen,1979-10-17,Finnish,ferrari,5,,Wheel,0.0,12
9509,2015,1,albert_park,max_verstappen,1997-09-30,Dutch,toro_rosso,11,,Engine,0.0,13
9510,2015,1,albert_park,grosjean,1986-04-17,French,lotus_f1,8,,Power loss,0.0,14
9511,2015,1,albert_park,maldonado,1985-03-09,Venezuelan,lotus_f1,9,,Accident,0.0,15
9512,2015,1,albert_park,kvyat,1994-04-26,Russian,red_bull,12,,Withdrew,0.0,16
9513,2015,1,albert_park,kevin_magnussen,1992-10-05,Danish,mclaren,17,,Withdrew,0.0,17
9514,2015,1,albert_park,bottas,1989-08-28,Finnish,williams,0,,Withdrew,0.0,18
9515,2015,2,sepang,vettel,1987-07-03,German,ferrari,2,6065793.0,Finished,25.0,1
9516,2015,2,sepang,hamilton,1985-01-07,British,mercedes,1,6074362.0,Finished,18.0,2
9517,2015,2,sepang,rosberg,1985-06-27,German,mercedes,3,6078103.0,Finished,15.0,3
9518,2015,2,sepang,raikkonen,1979-10-17,Finnish,ferrari,11,6119615.0,Finished,12.0,4
9519,2015,2,sepang,bottas,1989-08-28,Finnish,williams,8,6136202.0,Finished,10.0,5
9520,2015,2,sepang,massa,1981-04-25,Brazilian,williams,7,6139379.0,Finished,8.0,6
9521,2015,2,sepang,max_verstappen,1997-09-30,Dutch,toro_rosso,6,6163555.0,Finished,6.0,7
9522,2015,2,sepang,sainz,1994-09-01,Spanish,toro_rosso,15,,+1 Lap,4.0,8
9523,2015,2,sepang,kvyat,1994-04-26,Russian,red_bull,5,,+1 Lap,2.0,9
9524,2015,2,sepang,ricciardo,1989-07-01,Australian,red_bull,4,,+1 Lap,1.0,10
9525,2015,2,sepang,grosjean,1986-04-17,French,lotus_f1,10,,+1 Lap,0.0,11
9526,2015,2,sepang,nasr,1992-08-21,Brazilian,sauber,16,,+1 Lap,0.0,12
9527,2015,2,sepang,perez,1990-01-26,Mexican,force_india,14,,+1 Lap,0.0,13
9528,2015,2,sepang,hulkenberg,1987-08-19,German,force_india,13,,+1 Lap,0.0,14
9529,2015,2,sepang,merhi,1991-03-22,Spanish,manor,19,,+3 Laps,0.0,15
9530,2015,2,sepang,maldonado,1985-03-09,Venezuelan,lotus_f1,12,,Retired,0.0,16
9531,2015,2,sepang,button,1980-01-19,British,mclaren,17,,Turbo,0.0,17
9532,2015,2,sepang,alonso,1981-07-29,Spanish,mclaren,18,,ERS,0.0,18
9533,2015,2,sepang,ericsson,1990-09-02,Swedish,sauber,9,,Spun off,0.0,19
9534,2015,2,sepang,stevens,1991-06-28,British,manor,0,,Fuel system,0.0,20
9535,2015,3,shanghai,hamilton,1985-01-07,British,mercedes,1,5982008.0,Finished,25.0,1
9536,2015,3,shanghai,rosberg,1985-06-27,German,mercedes,2,5982722.0,Finished,18.0,2
9537,2015,3,shanghai,vettel,1987-07-03,German,ferrari,3,5984996.0,Finished,15.0,3
9538,2015,3,shanghai,raikkonen,1979-10-17,Finnish,ferrari,6,5985843.0,Finished,12.0,4
9539,2015,3,shanghai,massa,1981-04-25,Brazilian,williams,4,5990552.0,Finished,10.0,5
9540,2015,3,shanghai,bottas,1989-08-28,Finnish,williams,5,5991893.0,Finished,8.0,6
9541,2015,3,shanghai,grosjean,1986-04-17,French,lotus_f1,8,6001016.0,Finished,6.0,7
9542,2015,3,shanghai,nasr,1992-08-21,Brazilian,sauber,9,6004633.0,Finished,4.0,8
9543,2015,3,shanghai,ricciardo,1989-07-01,Australian,red_bull,7,6014125.0,Finished,2.0,9
9544,2015,3,shanghai,ericsson,1990-09-02,Swedish,sauber,10,,+1 Lap,1.0,10
9545,2015,3,shanghai,perez,1990-01-26,Mexican,force_india,15,,+1 Lap,0.0,11
9546,2015,3,shanghai,alonso,1981-07-29,Spanish,mclaren,18,,+1 Lap,0.0,12
9547,2015,3,shanghai,sainz,1994-09-01,Spanish,toro_rosso,14,,+1 Lap,0.0,13
9548,2015,3,shanghai,button,1980-01-19,British,mclaren,17,,+1 Lap,0.0,14
9549,2015,3,shanghai,stevens,1991-06-28,British,manor,19,,+2 Laps,0.0,15
9550,2015,3,shanghai,merhi,1991-03-22,Spanish,manor,20,,+2 Laps,0.0,16
9551,2015,3,shanghai,max_verstappen,1997-09-30,Dutch,toro_rosso,13,,Transmission,0.0,17
9552,2015,3,shanghai,maldonado,1985-03-09,Venezuelan,lotus_f1,11,,Brakes,0.0,18
9553,2015,3,shanghai,kvyat,1994-04-26,Russian,red_bull,12,,Power Unit,0.0,19
9554,2015,3,shanghai,hulkenberg,1987-08-19,German,force_india,16,,Gearbox,0.0,20
9555,2015,4,bahrain,hamilton,1985-01-07,British,mercedes,1,5705809.0,Finished,25.0,1
9556,2015,4,bahrain,raikkonen,1979-10-17,Finnish,ferrari,4,5709189.0,Finished,18.0,2
9557,2015,4,bahrain,rosberg,1985-06-27,German,mercedes,3,5711842.0,Finished,15.0,3
9558,2015,4,bahrain,bottas,1989-08-28,Finnish,williams,5,5748766.0,Finished,12.0,4
9559,2015,4,bahrain,vettel,1987-07-03,German,ferrari,2,5749798.0,Finished,10.0,5
9560,2015,4,bahrain,ricciardo,1989-07-01,Australian,red_bull,7,5767560.0,Finished,8.0,6
9561,2015,4,bahrain,grosjean,1986-04-17,French,lotus_f1,10,5790572.0,Finished,6.0,7
9562,2015,4,bahrain,perez,1990-01-26,Mexican,force_india,11,,+1 Lap,4.0,8
9563,2015,4,bahrain,kvyat,1994-04-26,Russian,red_bull,17,,+1 Lap,2.0,9
9564,2015,4,bahrain,massa,1981-04-25,Brazilian,williams,6,,+1 Lap,1.0,10
9565,2015,4,bahrain,alonso,1981-07-29,Spanish,mclaren,14,,+1 Lap,0.0,11
